age,NativeCountry,WorkClass,EducationNumber,EducationLevel,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek
46,0,2,4,1,4,5,1,-0.1473664551602441,-0.21637494832950377,50
45,0,5,14,6,0,10,1,-0.1473664551602441,-0.21637494832950377,50
52,1,3,13,5,2,3,0,-0.1473664551602441,4.437512761357619,60
31,0,4,10,4,2,2,0,-0.1473664551602441,-0.21637494832950377,40
40,0,1,9,3,2,0,5,-0.1473664551602441,-0.21637494832950377,40
33,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,50
30,1,2,5,2,2,7,0,-0.1473664551602441,-0.21637494832950377,40
53,0,2,10,4,2,13,0,-0.1473664551602441,4.400810176896364,45
42,0,4,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,96
21,0,2,9,3,4,2,3,-0.1473664551602441,-0.21637494832950377,40
32,0,0,9,3,0,2,4,-0.1473664551602441,-0.21637494832950377,40
30,0,1,14,6,2,9,0,-0.1473664551602441,-0.21637494832950377,40
52,0,4,13,5,2,11,0,1.920083130816859,-0.21637494832950377,55
76,0,1,9,3,6,7,1,-0.1473664551602441,-0.21637494832950377,13
31,0,2,6,2,4,0,4,-0.1473664551602441,-0.21637494832950377,40
64,0,4,9,3,2,4,0,0.8569098413294324,-0.21637494832950377,45
42,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
63,0,2,9,3,2,0,0,-0.1473664551602441,-0.21637494832950377,40
31,0,2,13,5,0,0,4,-0.1473664551602441,-0.21637494832950377,45
38,0,2,10,4,2,7,5,-0.1473664551602441,-0.21637494832950377,40
43,0,1,14,6,5,9,4,-0.1473664551602441,-0.21637494832950377,37
44,0,0,9,3,0,2,1,-0.1473664551602441,-0.21637494832950377,40
20,0,2,10,4,4,11,3,-0.1473664551602441,-0.21637494832950377,20
53,0,2,9,3,6,2,4,-0.1473664551602441,-0.21637494832950377,40
56,0,1,10,4,0,10,1,-0.1473664551602441,-0.21637494832950377,48
27,0,2,13,5,2,3,5,-0.1473664551602441,-0.21637494832950377,45
19,0,2,9,3,4,11,3,-0.1473664551602441,-0.21637494832950377,35
40,0,2,14,6,4,0,3,-0.1473664551602441,-0.21637494832950377,40
23,0,2,9,3,5,5,2,-0.1473664551602441,-0.21637494832950377,40
54,0,4,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,40
35,0,0,9,3,0,9,4,-0.1473664551602441,-0.21637494832950377,40
26,1,2,13,5,4,0,3,-0.1473664551602441,-0.21637494832950377,40
23,0,2,10,4,4,3,1,-0.1473664551602441,-0.21637494832950377,40
28,0,2,6,2,6,0,4,-0.1473664551602441,5.259650653289729,35
19,0,2,7,2,4,6,3,-0.1473664551602441,-0.21637494832950377,40
47,0,2,13,5,2,11,0,0.41187975872493615,-0.21637494832950377,60
33,0,2,9,3,2,10,0,0.21523535920674652,-0.21637494832950377,16
49,0,2,7,2,2,11,5,-0.1473664551602441,-0.21637494832950377,40
40,0,2,9,3,0,2,1,-0.1473664551602441,-0.21637494832950377,40
18,0,2,8,2,4,11,3,-0.1473664551602441,-0.21637494832950377,20
39,0,2,13,5,2,11,0,-0.1473664551602441,-0.21637494832950377,30
37,0,4,7,2,2,13,0,-0.1473664551602441,-0.21637494832950377,45
17,0,2,7,2,4,7,3,-0.1473664551602441,-0.21637494832950377,25
36,0,2,9,3,2,2,0,0.2796367440734454,-0.21637494832950377,40
48,0,2,10,4,0,5,3,0.15207246251056106,-0.21637494832950377,40
34,0,1,14,6,2,9,0,-0.1473664551602441,-0.21637494832950377,40
24,0,2,13,5,5,3,1,-0.1473664551602441,-0.21637494832950377,40
23,0,2,10,4,4,5,3,-0.1473664551602441,-0.21637494832950377,30
33,0,2,8,2,0,2,1,-0.1473664551602441,5.308587432571402,42
25,1,2,9,3,3,4,1,-0.1473664551602441,-0.21637494832950377,40
20,0,2,10,4,4,5,3,-0.1473664551602441,-0.21637494832950377,35
44,0,1,10,4,0,9,4,-0.1473664551602441,-0.21637494832950377,25
24,0,2,13,5,4,7,1,-0.1473664551602441,-0.21637494832950377,40
60,0,2,16,7,4,9,1,-0.1473664551602441,-0.21637494832950377,65
21,0,2,10,4,4,6,3,-0.1473664551602441,-0.21637494832950377,40
22,0,2,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,45
42,1,2,7,2,0,11,4,0.0598738987056716,-0.21637494832950377,50
49,1,2,10,4,0,11,4,-0.1473664551602441,-0.21637494832950377,55
31,0,2,7,2,4,0,4,-0.1473664551602441,-0.21637494832950377,48
30,1,3,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,65
43,0,2,6,2,2,0,0,-0.1473664551602441,-0.21637494832950377,40
44,0,3,14,6,0,3,4,-0.1473664551602441,-0.21637494832950377,40
47,0,2,10,4,0,11,4,-0.1473664551602441,-0.21637494832950377,50
55,0,2,9,3,2,12,0,-0.1473664551602441,-0.21637494832950377,20
72,0,2,13,5,0,11,1,-0.1473664551602441,-0.21637494832950377,30
51,0,1,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
21,0,2,4,1,4,6,3,-0.1473664551602441,-0.21637494832950377,40
26,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
29,1,2,9,3,2,7,5,-0.1473664551602441,-0.21637494832950377,40
40,0,2,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,50
49,0,4,10,4,4,2,4,-0.1473664551602441,-0.21637494832950377,40
20,0,2,10,4,4,0,1,-0.1473664551602441,-0.21637494832950377,14
33,0,2,11,8,4,9,4,-0.1473664551602441,-0.21637494832950377,26
37,1,2,9,3,0,6,1,-0.1473664551602441,-0.21637494832950377,40
18,1,4,9,3,4,11,3,-0.1473664551602441,-0.21637494832950377,48
35,0,1,10,4,2,10,0,-0.1473664551602441,-0.21637494832950377,50
58,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
49,0,4,9,3,2,12,0,-0.1473664551602441,-0.21637494832950377,30
41,0,5,9,3,0,3,1,-0.1473664551602441,-0.21637494832950377,40
35,0,2,9,3,0,7,1,-0.1473664551602441,-0.21637494832950377,35
24,0,2,9,3,4,11,3,-0.1473664551602441,-0.21637494832950377,40
59,1,2,1,1,4,6,1,-0.1473664551602441,-0.21637494832950377,40
40,0,2,9,3,2,5,0,-0.1473664551602441,-0.21637494832950377,40
39,0,0,15,10,4,9,1,-0.1473664551602441,-0.21637494832950377,55
63,1,2,2,1,6,6,4,-0.1473664551602441,-0.21637494832950377,44
31,0,0,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
51,1,2,3,1,5,6,4,-0.1473664551602441,-0.21637494832950377,40
32,0,4,13,5,2,6,0,-0.1473664551602441,-0.21637494832950377,70
48,0,1,14,6,0,3,4,1.1684584211119244,-0.21637494832950377,40
41,0,2,13,5,2,11,0,-0.1473664551602441,-0.21637494832950377,40
28,0,1,14,6,2,9,5,-0.1473664551602441,-0.21637494832950377,20
36,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
52,0,4,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
27,0,4,12,9,2,13,0,0.9105776620516814,-0.21637494832950377,70
31,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,50
45,0,2,10,4,0,2,4,-0.1473664551602441,-0.21637494832950377,99
57,0,2,9,3,2,3,5,-0.1473664551602441,-0.21637494832950377,40
54,0,2,11,8,2,11,0,-0.1473664551602441,-0.21637494832950377,50
50,0,2,9,3,0,2,1,-0.1473664551602441,-0.21637494832950377,40
21,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,16
33,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
33,0,1,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
37,1,2,3,1,5,7,4,-0.1473664551602441,-0.21637494832950377,40
50,0,2,10,4,2,9,0,-0.1473664551602441,-0.21637494832950377,40
51,0,2,9,3,2,10,0,-0.1473664551602441,-0.21637494832950377,40
44,0,5,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,40
50,0,0,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,40
71,0,1,14,6,6,9,1,-0.1473664551602441,-0.21637494832950377,40
37,0,2,14,6,4,3,1,-0.1473664551602441,-0.21637494832950377,40
62,1,2,16,7,2,9,0,0.9105776620516814,-0.21637494832950377,40
54,0,0,13,5,0,3,1,-0.1473664551602441,-0.21637494832950377,40
45,0,0,10,4,2,3,0,0.9105776620516814,-0.21637494832950377,40
32,0,2,9,3,2,0,0,-0.1473664551602441,-0.21637494832950377,40
32,0,2,13,5,4,0,1,-0.1473664551602441,-0.21637494832950377,40
40,0,2,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,52
58,1,2,9,3,5,7,4,-0.1473664551602441,-0.21637494832950377,40
36,0,2,9,3,2,7,0,-0.1473664551602441,-0.21637494832950377,50
31,1,2,13,5,2,0,0,-0.1473664551602441,-0.21637494832950377,60
52,1,2,2,1,2,4,0,-0.1473664551602441,-0.21637494832950377,56
31,0,2,10,4,2,0,5,-0.1473664551602441,-0.21637494832950377,40
46,0,2,9,3,2,6,0,0.45619011326997255,-0.21637494832950377,40
27,0,1,13,5,4,9,3,-0.1473664551602441,-0.21637494832950377,35
43,0,2,14,6,2,9,5,-0.1473664551602441,-0.21637494832950377,45
33,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,50
39,0,2,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,40
27,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,50
35,0,2,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,70
28,0,2,9,3,4,9,1,-0.1473664551602441,-0.21637494832950377,40
25,0,2,9,3,3,3,1,-0.1473664551602441,-0.21637494832950377,45
39,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
38,1,1,3,1,2,5,2,-0.1473664551602441,-0.21637494832950377,40
46,0,4,9,3,2,9,0,-0.1473664551602441,-0.21637494832950377,60
50,0,2,4,1,2,2,0,-0.1473664551602441,-0.21637494832950377,40
26,0,2,7,2,2,2,0,-0.1473664551602441,-0.21637494832950377,40
21,1,2,10,4,4,9,2,-0.1473664551602441,-0.21637494832950377,20
20,0,2,9,3,4,11,1,-0.1473664551602441,-0.21637494832950377,32
51,0,2,7,2,2,6,0,-0.1473664551602441,-0.21637494832950377,40
24,1,2,11,8,2,2,0,-0.1473664551602441,-0.21637494832950377,40
52,0,2,9,3,6,13,1,-0.1473664551602441,-0.21637494832950377,40
52,0,2,13,5,0,3,1,-0.1473664551602441,-0.21637494832950377,40
30,0,2,9,3,5,0,4,-0.1473664551602441,-0.21637494832950377,40
73,0,2,10,4,2,0,5,2.6118475789469775,-0.21637494832950377,36
19,0,2,9,3,1,0,5,-0.1473664551602441,-0.21637494832950377,25
24,0,2,10,4,4,7,1,-0.1473664551602441,-0.21637494832950377,45
51,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,54
22,0,1,13,5,4,9,3,-0.1473664551602441,-0.21637494832950377,18
23,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,50
36,0,2,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,50
42,0,3,13,5,2,9,0,-0.1473664551602441,4.621025683663894,40
45,0,3,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,50
55,0,2,10,4,0,6,1,-0.1473664551602441,-0.21637494832950377,40
73,0,4,13,5,2,4,0,-0.1473664551602441,-0.21637494832950377,30
19,0,2,10,4,4,11,3,-0.1473664551602441,-0.21637494832950377,25
36,1,2,5,2,5,7,4,-0.1473664551602441,-0.21637494832950377,40
30,1,2,13,5,4,9,3,-0.1473664551602441,-0.21637494832950377,40
51,0,2,9,3,2,9,0,-0.1473664551602441,-0.21637494832950377,40
27,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
20,0,2,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,30
57,0,1,9,3,0,0,1,-0.1473664551602441,-0.21637494832950377,16
28,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,40
28,0,2,10,4,4,2,3,-0.1473664551602441,-0.21637494832950377,50
35,0,2,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,45
19,0,2,10,4,4,5,1,-0.1473664551602441,-0.21637494832950377,55
25,0,2,12,9,4,5,3,-0.1473664551602441,-0.21637494832950377,20
54,0,2,6,2,2,13,0,-0.1473664551602441,-0.21637494832950377,40
49,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,16
44,0,2,10,4,0,7,4,-0.1473664551602441,-0.21637494832950377,35
59,0,2,9,3,0,5,1,-0.1473664551602441,-0.21637494832950377,40
44,0,2,9,3,0,11,1,0.358211938002687,-0.21637494832950377,50
35,0,2,9,3,0,5,2,-0.1473664551602441,-0.21637494832950377,40
57,0,4,10,4,2,7,0,-0.1473664551602441,-0.21637494832950377,48
45,0,2,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,40
61,0,2,4,1,2,2,0,-0.1473664551602441,-0.21637494832950377,40
27,0,2,10,4,2,4,0,-0.1473664551602441,-0.21637494832950377,80
45,0,4,10,4,2,7,0,0.2796367440734454,-0.21637494832950377,42
40,0,4,10,4,2,12,0,-0.1473664551602441,-0.21637494832950377,50
29,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
51,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,40
64,0,4,14,6,0,9,1,-0.1473664551602441,-0.21637494832950377,50
32,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,40
44,0,2,7,2,2,9,5,0.5651770722751552,-0.21637494832950377,36
39,0,0,11,8,2,9,0,-0.1473664551602441,-0.21637494832950377,50
40,0,2,10,4,2,6,0,-0.1473664551602441,-0.21637494832950377,45
22,0,2,12,9,4,0,3,-0.1473664551602441,-0.21637494832950377,27
21,0,2,9,3,4,6,3,-0.1473664551602441,-0.21637494832950377,40
43,0,4,15,10,2,9,0,-0.1473664551602441,-0.21637494832950377,35
29,0,1,10,4,2,10,0,-0.1473664551602441,3.4171809133347324,40
33,0,1,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,50
64,1,2,9,3,2,12,0,-0.1473664551602441,-0.21637494832950377,60
31,0,4,5,2,2,2,0,-0.1473664551602441,-0.21637494832950377,40
40,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
64,0,1,9,3,2,7,0,-0.1473664551602441,-0.21637494832950377,35
44,1,0,13,5,2,0,0,-0.1473664551602441,-0.21637494832950377,40
26,0,2,9,3,4,13,3,-0.1473664551602441,-0.21637494832950377,40
56,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,50
51,0,2,13,5,2,5,0,-0.1473664551602441,-0.21637494832950377,40
34,1,2,13,5,0,3,1,-0.1473664551602441,-0.21637494832950377,85
35,0,2,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,40
32,0,5,8,2,4,0,4,-0.1473664551602441,-0.21637494832950377,40
37,0,2,13,5,4,13,1,-0.1473664551602441,-0.21637494832950377,46
31,1,2,10,4,2,0,0,-0.1473664551602441,-0.21637494832950377,50
27,1,2,6,2,5,6,3,-0.1473664551602441,-0.21637494832950377,35
66,0,4,4,1,6,4,4,-0.1473664551602441,-0.21637494832950377,50
26,0,2,9,3,0,2,4,-0.1473664551602441,-0.21637494832950377,40
39,0,2,13,5,2,3,0,-0.1473664551602441,4.400810176896364,50
42,0,4,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,50
57,0,4,13,5,2,3,0,0.45619011326997255,-0.21637494832950377,13
28,0,2,12,9,4,11,1,-0.1473664551602441,-0.21637494832950377,65
44,0,2,9,3,0,0,4,-0.1473664551602441,-0.21637494832950377,40
27,0,2,13,5,4,0,4,-0.1473664551602441,-0.21637494832950377,35
23,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
61,0,2,4,1,2,13,0,-0.1473664551602441,3.82335618137262,40
26,0,2,9,3,4,2,1,-0.1473664551602441,-0.21637494832950377,40
45,0,2,13,5,2,11,0,-0.1473664551602441,4.437512761357619,40
18,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,12
18,1,2,5,2,4,7,3,-0.1473664551602441,-0.21637494832950377,15
56,0,2,15,10,2,9,0,-0.1473664551602441,-0.21637494832950377,45
49,0,2,9,3,2,11,0,-0.1473664551602441,-0.21637494832950377,40
42,0,2,10,4,4,13,4,-0.1473664551602441,-0.21637494832950377,40
44,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
21,0,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,30
27,0,2,9,3,2,11,5,0.3293138806907068,-0.21637494832950377,40
43,0,1,14,6,0,9,4,1.1684584211119244,-0.21637494832950377,40
52,1,2,4,1,2,7,0,-0.1473664551602441,-0.21637494832950377,48
26,0,2,13,5,4,11,1,-0.1473664551602441,-0.21637494832950377,40
64,0,2,10,4,2,3,5,1.306618657022535,-0.21637494832950377,35
40,0,2,10,4,2,6,0,-0.1473664551602441,-0.21637494832950377,40
28,0,2,7,2,2,3,0,-0.1473664551602441,-0.21637494832950377,50
30,0,2,6,2,4,6,4,-0.1473664551602441,-0.21637494832950377,40
21,0,2,10,4,4,0,1,-0.1473664551602441,-0.21637494832950377,65
36,0,2,5,2,2,11,3,-0.1473664551602441,-0.21637494832950377,50
32,0,4,9,3,0,3,4,-0.1473664551602441,-0.21637494832950377,40
47,0,2,14,6,2,11,0,-0.1473664551602441,-0.21637494832950377,40
30,0,4,10,4,2,0,5,-0.1473664551602441,-0.21637494832950377,55
48,0,2,14,6,2,3,5,-0.1473664551602441,4.437512761357619,38
30,0,2,9,3,4,0,4,-0.1473664551602441,-0.21637494832950377,40
54,1,3,16,7,2,9,0,-0.1473664551602441,-0.21637494832950377,50
22,0,2,10,4,4,0,1,-0.1473664551602441,-0.21637494832950377,20
33,1,2,13,5,0,9,4,-0.021591100954768044,-0.21637494832950377,40
44,0,2,11,8,2,13,5,-0.1473664551602441,-0.21637494832950377,25
59,0,2,5,2,2,7,0,-0.1473664551602441,-0.21637494832950377,30
46,0,4,9,3,2,4,0,-0.1473664551602441,3.8747397996183772,50
41,0,4,11,8,2,4,0,-0.1473664551602441,-0.21637494832950377,60
40,0,2,9,3,5,11,4,-0.1473664551602441,-0.21637494832950377,25
48,0,2,9,3,4,9,4,-0.1473664551602441,-0.21637494832950377,28
34,0,1,13,5,2,9,0,-0.1473664551602441,4.802091767006084,40
41,0,2,10,4,2,2,0,-0.1473664551602441,-0.21637494832950377,48
49,0,2,9,3,2,3,0,0.9105776620516814,-0.21637494832950377,55
45,0,2,13,5,2,0,0,-0.1473664551602441,-0.21637494832950377,45
26,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,50
67,0,2,15,10,2,9,0,2.6118475789469775,-0.21637494832950377,48
46,0,2,10,4,0,2,4,-0.1473664551602441,-0.21637494832950377,40
17,0,2,8,2,4,7,3,-0.1473664551602441,-0.21637494832950377,16
42,0,2,9,3,2,3,5,-0.1473664551602441,-0.21637494832950377,40
64,0,2,10,4,6,0,1,-0.1473664551602441,-0.21637494832950377,40
75,0,2,10,4,6,9,1,-0.1473664551602441,-0.21637494832950377,8
41,0,2,9,3,2,13,5,-0.1473664551602441,-0.21637494832950377,20
32,0,2,9,3,2,3,0,0.2796367440734454,-0.21637494832950377,55
31,0,5,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,65
17,0,2,6,2,4,7,3,-0.1473664551602441,-0.21637494832950377,8
41,0,2,13,5,2,2,0,-0.1473664551602441,-0.21637494832950377,40
77,0,2,9,3,6,0,1,-0.1473664551602441,-0.21637494832950377,10
25,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
30,0,2,9,3,4,13,1,-0.1473664551602441,-0.21637494832950377,45
27,0,2,8,2,4,7,1,-0.1473664551602441,-0.21637494832950377,40
34,0,2,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,40
39,0,2,10,4,3,0,4,-0.1473664551602441,-0.21637494832950377,40
46,0,2,16,7,4,9,1,-0.1473664551602441,-0.21637494832950377,40
34,0,2,5,2,5,4,4,-0.1473664551602441,-0.21637494832950377,40
49,0,1,13,5,2,9,5,0.9105776620516814,-0.21637494832950377,30
32,0,2,11,8,0,3,4,-0.1473664551602441,-0.21637494832950377,50
44,0,2,16,7,2,9,0,-0.1473664551602441,-0.21637494832950377,40
28,0,1,9,3,2,5,0,-0.1473664551602441,-0.21637494832950377,40
58,0,4,11,8,2,2,0,-0.1473664551602441,-0.21637494832950377,42
58,0,2,4,1,2,4,0,-0.1473664551602441,-0.21637494832950377,50
38,0,2,10,4,4,11,4,-0.1473664551602441,-0.21637494832950377,40
44,0,2,8,2,0,6,4,-0.1473664551602441,-0.21637494832950377,40
21,0,2,9,3,5,7,3,-0.1473664551602441,-0.21637494832950377,35
36,0,2,9,3,4,0,1,0.5221052059006324,-0.21637494832950377,40
46,0,5,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,40
45,0,2,9,3,2,9,0,-0.1473664551602441,-0.21637494832950377,8
44,0,1,14,6,2,9,0,-0.1473664551602441,-0.21637494832950377,40
49,0,2,14,6,2,3,0,-0.1473664551602441,-0.21637494832950377,65
23,0,2,9,3,0,8,4,-0.1473664551602441,-0.21637494832950377,40
22,0,2,9,3,4,13,1,-0.1473664551602441,-0.21637494832950377,35
23,0,2,10,4,4,2,1,-0.1473664551602441,-0.21637494832950377,40
23,0,2,13,5,4,3,1,-0.1473664551602441,-0.21637494832950377,40
45,0,2,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,40
43,0,2,10,4,2,2,0,0.41187975872493615,-0.21637494832950377,38
41,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
23,0,2,10,4,5,11,4,-0.1473664551602441,-0.21637494832950377,40
57,0,2,10,4,4,5,3,-0.1473664551602441,-0.21637494832950377,40
32,0,2,7,2,4,2,2,-0.1473664551602441,-0.21637494832950377,40
33,0,2,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,70
56,0,4,13,5,2,3,0,-0.1473664551602441,-0.21637494832950377,60
33,1,2,10,4,2,9,0,-0.1473664551602441,-0.21637494832950377,40
28,0,2,10,4,4,7,1,-0.1473664551602441,-0.21637494832950377,30
38,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
37,0,2,10,4,2,3,5,-0.1473664551602441,-0.21637494832950377,45
38,0,2,10,4,5,6,1,-0.1473664551602441,5.308587432571402,55
59,0,2,7,2,0,7,1,-0.1473664551602441,-0.21637494832950377,35
37,1,3,7,2,3,11,1,-0.1473664551602441,-0.21637494832950377,60
57,0,2,9,3,6,9,1,-0.1473664551602441,-0.21637494832950377,57
17,0,2,6,2,4,11,3,-0.1473664551602441,-0.21637494832950377,15
33,0,2,9,3,2,13,0,-0.1473664551602441,-0.21637494832950377,40
45,1,2,13,5,2,2,0,-0.1473664551602441,-0.21637494832950377,40
28,0,4,9,3,0,4,1,-0.1473664551602441,-0.21637494832950377,40
27,0,4,5,2,2,2,0,-0.1473664551602441,-0.21637494832950377,40
47,0,2,13,5,2,9,0,-0.1473664551602441,-0.21637494832950377,50
21,0,2,10,4,4,7,1,-0.1473664551602441,-0.21637494832950377,35
25,0,2,10,4,5,0,4,-0.1473664551602441,-0.21637494832950377,40
46,0,0,13,5,2,3,0,1.920083130816859,-0.21637494832950377,40
43,0,2,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,40
62,0,2,13,5,4,4,1,-0.1473664551602441,-0.21637494832950377,30
29,0,2,11,8,2,6,0,-0.1473664551602441,4.400810176896364,48
38,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,48
23,0,2,13,5,4,0,3,-0.1473664551602441,-0.21637494832950377,50
30,0,2,9,3,0,6,4,-0.1473664551602441,-0.21637494832950377,40
41,0,2,10,4,0,11,1,-0.1473664551602441,-0.21637494832950377,15
51,0,2,11,8,6,9,4,-0.1473664551602441,-0.21637494832950377,40
45,0,4,10,4,2,7,5,-0.1473664551602441,-0.21637494832950377,99
29,0,2,13,5,4,9,1,-0.1473664551602441,-0.21637494832950377,40
35,0,2,9,3,2,2,0,-0.1473664551602441,-0.21637494832950377,38
53,0,2,7,2,2,6,0,-0.1473664551602441,-0.21637494832950377,40
19,0,2,9,3,4,4,3,-0.1473664551602441,-0.21637494832950377,20
46,0,2,11,8,2,2,0,-0.1473664551602441,-0.21637494832950377,40
41,0,1,10,4,0,10,1,-0.1473664551602441,-0.21637494832950377,20
64,0,2,9,3,6,9,1,-0.1473664551602441,-0.21637494832950377,23
36,0,2,10,4,6,9,3,-0.1473664551602441,-0.21637494832950377,40
60,1,2,7,2,2,6,5,-0.1473664551602441,-0.21637494832950377,30
51,0,2,14,6,2,11,0,-0.1473664551602441,-0.21637494832950377,40
63,0,2,13,5,2,11,0,-0.1473664551602441,4.041124849176066,35
25,0,2,9,3,2,0,2,-0.1473664551602441,-0.21637494832950377,40
52,0,1,9,3,2,10,0,-0.1473664551602441,-0.21637494832950377,56
25,1,2,10,4,4,0,1,-0.1473664551602441,-0.21637494832950377,40
32,0,2,13,5,2,0,0,-0.1473664551602441,-0.21637494832950377,44
20,1,2,10,4,4,7,3,-0.1473664551602441,-0.21637494832950377,12
58,0,2,13,5,2,6,0,-0.1473664551602441,-0.21637494832950377,40
41,0,4,14,6,2,2,0,-0.1473664551602441,-0.21637494832950377,65
65,0,2,9,3,2,3,0,-0.1473664551602441,-0.21637494832950377,40
50,0,2,13,5,0,7,1,-0.1473664551602441,-0.21637494832950377,40
30,1,2,15,10,4,9,3,-0.1473664551602441,-0.21637494832950377,40
24,0,1,10,4,4,10,3,-0.1473664551602441,-0.21637494832950377,40
23,1,2,5,2,4,6,2,-0.1473664551602441,-0.21637494832950377,35
34,0,2,9,3,0,5,3,-0.1473664551602441,-0.21637494832950377,40
53,1,3,10,4,0,11,1,1.0380043338178422,-0.21637494832950377,50
41,0,2,9,3,2,0,3,-0.1473664551602441,-0.21637494832950377,40
32,0,2,9,3,0,7,4,-0.1473664551602441,-0.21637494832950377,40
30,0,2,9,3,2,6,0,-0.1473664551602441,-0.21637494832950377,40
20,0,2,9,3,4,0,3,-0.1473664551602441,-0.21637494832950377,48
68,0,2,11,8,6,3,1,-0.1473664551602441,-0.21637494832950377,40
19,0,2,6,2,4,2,1,-0.1473664551602441,-0.21637494832950377,40
37,0,3,10,4,2,3,0,-0.1473664551602441,-0.21637494832950377,50
28,0,2,13,5,2,3,5,-0.1473664551602441,-0.21637494832950377,60
26,0,2,13,5,4,11,3,-0.1473664551602441,-0.21637494832950377,18
60,0,2,14,6,0,9,2,-0.1473664551602441,-0.21637494832950377,40
41,0,0,11,8,0,0,3,-0.1473664551602441,-0.21637494832950377,40
18,0,2,7,2,4,5,3,-0.1473664551602441,-0.21637494832950377,40
44,0,2,9,3,4,0,1,-0.1473664551602441,-0.21637494832950377,43
41,0,2,9,3,0,11,1,-0.1473664551602441,-0.21637494832950377,50
41,0,2,16,7,2,9,0,-0.1473664551602441,-0.21637494832950377,50
31,0,2,9,3,4,5,2,-0.1473664551602441,-0.21637494832950377,35
38,1,2,10,4,2,11,0,-0.1473664551602441,-0.21637494832950377,40
46,0,4,9,3,0,13,1,-0.1473664551602441,-0.21637494832950377,50
47,0,2,13,5,2,9,0,1.920083130816859,-0.21637494832950377,40
39,0,2,11,8,4,4,1,-0.1473664551602441,-0.21637494832950377,60
27,0,2,5,2,4,7,3,-0.1473664551602441,-0.21637494832950377,30
17,0,2,4,1,4,2,1,-0.1473664551602441,-0.21637494832950377,45
